detector_id,policy_id,engine,onset_cycle,max_cycle,first_detection_end_cycle,detected,missed,false_event_count,healthy_false_alert,crossing_event_count,total_event_count,first_alert_delay,lead_cycles
pca_reconstruction,normalized_life_last_30pct_full_window,248,164,234,202.0,True,False,0,False,0,1,38.0,32.0
pca_reconstruction,normalized_life_last_30pct_full_window,251,187,266,252.0,True,False,0,False,0,1,65.0,14.0
lstm_calibrated_ensemble,normalized_life_last_10pct_endpoint,3,186,206,202.0,True,False,0,False,0,1,16.0,4.0
lstm_calibrated_ensemble,normalized_life_last_10pct_endpoint,4,212,235,,False,True,1,True,1,1,,
lstm_calibrated_ensemble,normalized_life_last_10pct_endpoint,11,244,271,,False,True,2,True,1,2,,
lstm_calibrated_ensemble,normalized_life_last_10pct_endpoint,15,189,209,192.0,True,False,0,False,0,1,3.0,17.0
lstm_calibrated_ensemble,normalized_life_last_10pct_endpoint,28,181,200,,False,True,1,True,1,1,,
lstm_calibrated_ensemble,normalized_life_last_10pct_endpoint,31,309,343,,False,True,2,True,1,2,,
lstm_calibrated_ensemble,normalized_life_last_10pct_endpoint,33,176,195,,False,True,1,True,1,1,,
lstm_calibrated_ensemble,normalized_life_last_10pct_endpoint,34,185,205,204.0,True,False,0,False,0,1,19.0,1.0
lstm_calibrated_ensemble,normalized_life_last_10pct_endpoint,37,190,210,198.0,True,False,0,False,0,1,8.0,12.0
lstm_calibrated_ensemble,normalized_life_last_10pct_endpoint,38,160,177,174.0,True,False,0,False,0,1,14.0,3.0
lstm_calibrated_ensemble,normalized_life_last_10pct_endpoint,40,174,193,,False,True,2,True,1,2,,
lstm_calibrated_ensemble,normalized_life_last_10pct_endpoint,43,190,211,,False,True,1,True,1,1,,
lstm_calibrated_ensemble,normalized_life_last_10pct_endpoint,50,200,222,217.0,True,False,0,False,0,1,17.0,5.0
lstm_calibrated_ensemble,normalized_life_last_10pct_endpoint,55,144,159,147.0,True,False,0,False,0,1,3.0,12.0
lstm_calibrated_ensemble,normalized_life_last_10pct_endpoint,56,147,163,,False,True,1,True,1,1,,
lstm_calibrated_ensemble,normalized_life_last_10pct_endpoint,64,254,282,,False,True,1,True,1,1,,
lstm_calibrated_ensemble,normalized_life_last_10pct_endpoint,78,145,161,151.0,True,False,0,False,0,1,6.0,10.0
lstm_calibrated_ensemble,normalized_life_last_10pct_endpoint,79,163,181,178.0,True,False,0,False,0,1,15.0,3.0
lstm_calibrated_ensemble,normalized_life_last_10pct_endpoint,83,154,170,,False,True,2,True,1,2,,
lstm_calibrated_ensemble,normalized_life_last_10pct_endpoint,99,182,202,197.0,True,False,0,False,0,1,15.0,5.0
lstm_calibrated_ensemble,normalized_life_last_10pct_endpoint,103,253,280,274.0,True,False,0,False,0,1,21.0,6.0
lstm_calibrated_ensemble,normalized_life_last_10pct_endpoint,107,131,145,141.0,True,False,0,False,0,1,10.0,4.0
lstm_calibrated_ensemble,normalized_life_last_10pct_endpoint,108,141,156,143.0,True,False,0,False,0,1,2.0,13.0
lstm_calibrated_ensemble,normalized_life_last_10pct_endpoint,111,181,200,185.0,True,False,0,False,0,2,4.0,15.0
lstm_calibrated_ensemble,normalized_life_last_10pct_endpoint,117,160,177,165.0,True,False,0,False,0,1,5.0,12.0
lstm_calibrated_ensemble,normalized_life_last_10pct_endpoint,124,241,267,,False,True,2,True,1,2,,
lstm_calibrated_ensemble,normalized_life_last_10pct_endpoint,129,182,202,202.0,True,False,0,False,0,1,20.0,0.0
lstm_calibrated_ensemble,normalized_life_last_10pct_endpoint,132,165,183,180.0,True,False,0,False,0,1,15.0,3.0
lstm_calibrated_ensemble,normalized_life_last_10pct_endpoint,136,145,160,,False,True,0,False,0,0,,
lstm_calibrated_ensemble,normalized_life_last_10pct_endpoint,145,226,251,,False,True,2,True,1,2,,
lstm_calibrated_ensemble,normalized_life_last_10pct_endpoint,150,200,222,,False,True,1,True,1,1,,
lstm_calibrated_ensemble,normalized_life_last_10pct_endpoint,153,263,292,269.0,True,False,0,False,0,1,6.0,23.0
lstm_calibrated_ensemble,normalized_life_last_10pct_endpoint,156,270,299,288.0,True,False,0,False,0,1,18.0,11.0
lstm_calibrated_ensemble,normalized_life_last_10pct_endpoint,158,278,308,286.0,True,False,0,False,0,1,8.0,22.0
lstm_calibrated_ensemble,normalized_life_last_10pct_endpoint,162,175,194,,False,True,1,True,1,1,,
lstm_calibrated_ensemble,normalized_life_last_10pct_endpoint,169,167,185,173.0,True,False,0,False,0,1,6.0,12.0
lstm_calibrated_ensemble,normalized_life_last_10pct_endpoint,170,162,179,175.0,True,False,0,False,0,2,13.0,4.0
lstm_calibrated_ensemble,normalized_life_last_10pct_endpoint,186,175,194,,False,True,1,True,1,1,,
lstm_calibrated_ensemble,normalized_life_last_10pct_endpoint,187,152,168,167.0,True,False,0,False,0,1,15.0,1.0
lstm_calibrated_ensemble,normalized_life_last_10pct_endpoint,192,120,133,129.0,True,False,0,False,0,1,9.0,4.0
lstm_calibrated_ensemble,normalized_life_last_10pct_endpoint,206,199,221,,False,True,1,True,1,1,,
lstm_calibrated_ensemble,normalized_life_last_10pct_endpoint,208,136,150,,False,True,0,False,0,0,,
lstm_calibrated_ensemble,normalized_life_last_10pct_endpoint,217,146,162,,False,True,0,False,0,0,,
lstm_calibrated_ensemble,normalized_life_last_10pct_endpoint,221,161,178,,False,True,1,True,1,1,,
lstm_calibrated_ensemble,normalized_life_last_10pct_endpoint,230,168,186,179.0,True,False,0,False,0,1,11.0,7.0
lstm_calibrated_ensemble,normalized_life_last_10pct_endpoint,231,130,144,144.0,True,False,0,False,0,1,14.0,0.0
lstm_calibrated_ensemble,normalized_life_last_10pct_endpoint,237,189,209,194.0,True,False,0,False,0,1,5.0,15.0
lstm_calibrated_ensemble,normalized_life_last_10pct_endpoint,238,141,156,142.0,True,False,0,False,0,1,1.0,14.0
lstm_calibrated_ensemble,normalized_life_last_10pct_endpoint,243,208,230,,False,True,2,True,1,2,,
lstm_calibrated_ensemble,normalized_life_last_10pct_endpoint,245,228,253,,False,True,2,True,1,2,,
lstm_calibrated_ensemble,normalized_life_last_10pct_endpoint,248,211,234,212.0,True,False,1,True,0,2,1.0,22.0
lstm_calibrated_ensemble,normalized_life_last_10pct_endpoint,251,240,266,,False,True,1,True,1,1,,
lstm_calibrated_ensemble,normalized_life_last_20pct_endpoint,3,165,206,202.0,True,False,0,False,0,1,37.0,4.0
lstm_calibrated_ensemble,normalized_life_last_20pct_endpoint,4,189,235,,False,True,1,True,1,1,,
lstm_calibrated_ensemble,normalized_life_last_20pct_endpoint,11,217,271,228.0,True,False,1,True,0,2,11.0,43.0
lstm_calibrated_ensemble,normalized_life_last_20pct_endpoint,15,168,209,192.0,True,False,0,False,0,1,24.0,17.0
lstm_calibrated_ensemble,normalized_life_last_20pct_endpoint,28,161,200,175.0,True,False,0,False,0,1,14.0,25.0
lstm_calibrated_ensemble,normalized_life_last_20pct_endpoint,31,275,343,282.0,True,False,1,True,0,2,7.0,61.0
lstm_calibrated_ensemble,normalized_life_last_20pct_endpoint,33,157,195,174.0,True,False,0,False,0,1,17.0,21.0
lstm_calibrated_ensemble,normalized_life_last_20pct_endpoint,34,165,205,204.0,True,False,0,False,0,1,39.0,1.0
lstm_calibrated_ensemble,normalized_life_last_20pct_endpoint,37,169,210,198.0,True,False,0,False,0,1,29.0,12.0
lstm_calibrated_ensemble,normalized_life_last_20pct_endpoint,38,142,177,174.0,True,False,0,False,0,1,32.0,3.0
lstm_calibrated_ensemble,normalized_life_last_20pct_endpoint,40,155,193,159.0,True,False,1,True,1,2,4.0,34.0
lstm_calibrated_ensemble,normalized_life_last_20pct_endpoint,43,169,211,,False,True,1,True,1,1,,
lstm_calibrated_ensemble,normalized_life_last_20pct_endpoint,50,178,222,217.0,True,False,0,False,0,1,39.0,5.0
lstm_calibrated_ensemble,normalized_life_last_20pct_endpoint,55,128,159,147.0,True,False,0,False,0,1,19.0,12.0
lstm_calibrated_ensemble,normalized_life_last_20pct_endpoint,56,131,163,146.0,True,False,0,False,0,1,15.0,17.0
lstm_calibrated_ensemble,normalized_life_last_20pct_endpoint,64,226,282,253.0,True,False,0,False,0,1,27.0,29.0
lstm_calibrated_ensemble,normalized_life_last_20pct_endpoint,78,129,161,151.0,True,False,0,False,0,1,22.0,10.0
lstm_calibrated_ensemble,normalized_life_last_20pct_endpoint,79,145,181,178.0,True,False,0,False,0,1,33.0,3.0
lstm_calibrated_ensemble,normalized_life_last_20pct_endpoint,83,137,170,140.0,True,False,0,False,0,2,3.0,30.0
lstm_calibrated_ensemble,normalized_life_last_20pct_endpoint,99,162,202,197.0,True,False,0,False,0,1,35.0,5.0
lstm_calibrated_ensemble,normalized_life_last_20pct_endpoint,103,225,280,274.0,True,False,0,False,0,1,49.0,6.0
lstm_calibrated_ensemble,normalized_life_last_20pct_endpoint,107,117,145,141.0,True,False,0,False,0,1,24.0,4.0
lstm_calibrated_ensemble,normalized_life_last_20pct_endpoint,108,125,156,143.0,True,False,0,False,0,1,18.0,13.0
lstm_calibrated_ensemble,normalized_life_last_20pct_endpoint,111,161,200,185.0,True,False,0,False,0,2,24.0,15.0
lstm_calibrated_ensemble,normalized_life_last_20pct_endpoint,117,142,177,165.0,True,False,0,False,0,1,23.0,12.0
lstm_calibrated_ensemble,normalized_life_last_20pct_endpoint,124,214,267,,False,True,2,True,1,2,,
lstm_calibrated_ensemble,normalized_life_last_20pct_endpoint,129,162,202,202.0,True,False,0,False,0,1,40.0,0.0
lstm_calibrated_ensemble,normalized_life_last_20pct_endpoint,132,147,183,180.0,True,False,0,False,0,1,33.0,3.0
lstm_calibrated_ensemble,normalized_life_last_20pct_endpoint,136,129,160,,False,True,0,False,0,0,,
lstm_calibrated_ensemble,normalized_life_last_20pct_endpoint,145,201,251,201.0,True,False,1,True,0,2,0.0,50.0
lstm_calibrated_ensemble,normalized_life_last_20pct_endpoint,150,178,222,,False,True,1,True,1,1,,
lstm_calibrated_ensemble,normalized_life_last_20pct_endpoint,153,234,292,269.0,True,False,0,False,0,1,35.0,23.0
lstm_calibrated_ensemble,normalized_life_last_20pct_endpoint,156,240,299,288.0,True,False,0,False,0,1,48.0,11.0
lstm_calibrated_ensemble,normalized_life_last_20pct_endpoint,158,247,308,286.0,True,False,0,False,0,1,39.0,22.0
lstm_calibrated_ensemble,normalized_life_last_20pct_endpoint,162,156,194,166.0,True,False,0,False,0,1,10.0,28.0
lstm_calibrated_ensemble,normalized_life_last_20pct_endpoint,169,149,185,173.0,True,False,0,False,0,1,24.0,12.0
lstm_calibrated_ensemble,normalized_life_last_20pct_endpoint,170,144,179,175.0,True,False,0,False,0,2,31.0,4.0
lstm_calibrated_ensemble,normalized_life_last_20pct_endpoint,186,156,194,162.0,True,False,0,False,0,1,6.0,32.0
lstm_calibrated_ensemble,normalized_life_last_20pct_endpoint,187,135,168,167.0,True,False,0,False,0,1,32.0,1.0
lstm_calibrated_ensemble,normalized_life_last_20pct_endpoint,192,107,133,129.0,True,False,0,False,0,1,22.0,4.0
lstm_calibrated_ensemble,normalized_life_last_20pct_endpoint,206,177,221,181.0,True,False,0,False,0,1,4.0,40.0
lstm_calibrated_ensemble,normalized_life_last_20pct_endpoint,208,121,150,,False,True,0,False,0,0,,
lstm_calibrated_ensemble,normalized_life_last_20pct_endpoint,217,130,162,,False,True,0,False,0,0,,
lstm_calibrated_ensemble,normalized_life_last_20pct_endpoint,221,143,178,151.0,True,False,0,False,0,1,8.0,27.0
lstm_calibrated_ensemble,normalized_life_last_20pct_endpoint,230,149,186,179.0,True,False,0,False,0,1,30.0,7.0
lstm_calibrated_ensemble,normalized_life_last_20pct_endpoint,231,116,144,144.0,True,False,0,False,0,1,28.0,0.0
lstm_calibrated_ensemble,normalized_life_last_20pct_endpoint,237,168,209,194.0,True,False,0,False,0,1,26.0,15.0
lstm_calibrated_ensemble,normalized_life_last_20pct_endpoint,238,125,156,142.0,True,False,0,False,0,1,17.0,14.0
lstm_calibrated_ensemble,normalized_life_last_20pct_endpoint,243,185,230,186.0,True,False,1,True,0,2,1.0,44.0
lstm_calibrated_ensemble,normalized_life_last_20pct_endpoint,245,203,253,210.0,True,False,0,False,0,2,7.0,43.0
lstm_calibrated_ensemble,normalized_life_last_20pct_endpoint,248,188,234,208.0,True,False,0,False,0,2,20.0,26.0
lstm_calibrated_ensemble,normalized_life_last_20pct_endpoint,251,213,266,228.0,True,False,0,False,0,1,15.0,38.0
lstm_calibrated_ensemble,normalized_life_last_30pct_endpoint,3,145,206,202.0,True,False,0,False,0,1,57.0,4.0
lstm_calibrated_ensemble,normalized_life_last_30pct_endpoint,4,165,235,182.0,True,False,0,False,0,1,17.0,53.0
lstm_calibrated_ensemble,normalized_life_last_30pct_endpoint,11,190,271,228.0,True,False,1,True,0,2,38.0,43.0
lstm_calibrated_ensemble,normalized_life_last_30pct_endpoint,15,147,209,192.0,True,False,0,False,0,1,45.0,17.0
lstm_calibrated_ensemble,normalized_life_last_30pct_endpoint,28,141,200,175.0,True,False,0,False,0,1,34.0,25.0
lstm_calibrated_ensemble,normalized_life_last_30pct_endpoint,31,241,343,282.0,True,False,1,True,0,2,41.0,61.0
lstm_calibrated_ensemble,normalized_life_last_30pct_endpoint,33,137,195,174.0,True,False,0,False,0,1,37.0,21.0
lstm_calibrated_ensemble,normalized_life_last_30pct_endpoint,34,144,205,204.0,True,False,0,False,0,1,60.0,1.0
lstm_calibrated_ensemble,normalized_life_last_30pct_endpoint,37,148,210,198.0,True,False,0,False,0,1,50.0,12.0
lstm_calibrated_ensemble,normalized_life_last_30pct_endpoint,38,124,177,174.0,True,False,0,False,0,1,50.0,3.0
lstm_calibrated_ensemble,normalized_life_last_30pct_endpoint,40,136,193,149.0,True,False,0,False,0,2,13.0,44.0
lstm_calibrated_ensemble,normalized_life_last_30pct_endpoint,43,148,211,151.0,True,False,0,False,0,1,3.0,60.0
lstm_calibrated_ensemble,normalized_life_last_30pct_endpoint,50,156,222,217.0,True,False,0,False,0,1,61.0,5.0
lstm_calibrated_ensemble,normalized_life_last_30pct_endpoint,55,112,159,147.0,True,False,0,False,0,1,35.0,12.0
lstm_calibrated_ensemble,normalized_life_last_30pct_endpoint,56,115,163,146.0,True,False,0,False,0,1,31.0,17.0
lstm_calibrated_ensemble,normalized_life_last_30pct_endpoint,64,198,282,253.0,True,False,0,False,0,1,55.0,29.0
lstm_calibrated_ensemble,normalized_life_last_30pct_endpoint,78,113,161,151.0,True,False,0,False,0,1,38.0,10.0
lstm_calibrated_ensemble,normalized_life_last_30pct_endpoint,79,127,181,178.0,True,False,0,False,0,1,51.0,3.0
lstm_calibrated_ensemble,normalized_life_last_30pct_endpoint,83,119,170,140.0,True,False,0,False,0,2,21.0,30.0
lstm_calibrated_ensemble,normalized_life_last_30pct_endpoint,99,142,202,197.0,True,False,0,False,0,1,55.0,5.0
lstm_calibrated_ensemble,normalized_life_last_30pct_endpoint,103,197,280,274.0,True,False,0,False,0,1,77.0,6.0
lstm_calibrated_ensemble,normalized_life_last_30pct_endpoint,107,102,145,141.0,True,False,0,False,0,1,39.0,4.0
lstm_calibrated_ensemble,normalized_life_last_30pct_endpoint,108,110,156,143.0,True,False,0,False,0,1,33.0,13.0
lstm_calibrated_ensemble,normalized_life_last_30pct_endpoint,111,141,200,185.0,True,False,0,False,0,2,44.0,15.0
lstm_calibrated_ensemble,normalized_life_last_30pct_endpoint,117,124,177,165.0,True,False,0,False,0,1,41.0,12.0
lstm_calibrated_ensemble,normalized_life_last_30pct_endpoint,124,187,267,,False,True,2,True,1,2,,
lstm_calibrated_ensemble,normalized_life_last_30pct_endpoint,129,142,202,202.0,True,False,0,False,0,1,60.0,0.0
lstm_calibrated_ensemble,normalized_life_last_30pct_endpoint,132,129,183,180.0,True,False,0,False,0,1,51.0,3.0
lstm_calibrated_ensemble,normalized_life_last_30pct_endpoint,136,113,160,,False,True,0,False,0,0,,
lstm_calibrated_ensemble,normalized_life_last_30pct_endpoint,145,176,251,201.0,True,False,1,True,0,2,25.0,50.0
lstm_calibrated_ensemble,normalized_life_last_30pct_endpoint,150,156,222,177.0,True,False,0,False,0,1,21.0,45.0
lstm_calibrated_ensemble,normalized_life_last_30pct_endpoint,153,205,292,269.0,True,False,0,False,0,1,64.0,23.0
lstm_calibrated_ensemble,normalized_life_last_30pct_endpoint,156,210,299,288.0,True,False,0,False,0,1,78.0,11.0
lstm_calibrated_ensemble,normalized_life_last_30pct_endpoint,158,216,308,286.0,True,False,0,False,0,1,70.0,22.0
lstm_calibrated_ensemble,normalized_life_last_30pct_endpoint,162,136,194,166.0,True,False,0,False,0,1,30.0,28.0
lstm_calibrated_ensemble,normalized_life_last_30pct_endpoint,169,130,185,173.0,True,False,0,False,0,1,43.0,12.0
lstm_calibrated_ensemble,normalized_life_last_30pct_endpoint,170,126,179,175.0,True,False,0,False,0,2,49.0,4.0
lstm_calibrated_ensemble,normalized_life_last_30pct_endpoint,186,136,194,162.0,True,False,0,False,0,1,26.0,32.0
lstm_calibrated_ensemble,normalized_life_last_30pct_endpoint,187,118,168,167.0,True,False,0,False,0,1,49.0,1.0
lstm_calibrated_ensemble,normalized_life_last_30pct_endpoint,192,94,133,129.0,True,False,0,False,0,1,35.0,4.0
lstm_calibrated_ensemble,normalized_life_last_30pct_endpoint,206,155,221,181.0,True,False,0,False,0,1,26.0,40.0
lstm_calibrated_ensemble,normalized_life_last_30pct_endpoint,208,106,150,,False,True,0,False,0,0,,
lstm_calibrated_ensemble,normalized_life_last_30pct_endpoint,217,114,162,,False,True,0,False,0,0,,
lstm_calibrated_ensemble,normalized_life_last_30pct_endpoint,221,125,178,151.0,True,False,0,False,0,1,26.0,27.0
lstm_calibrated_ensemble,normalized_life_last_30pct_endpoint,230,131,186,179.0,True,False,0,False,0,1,48.0,7.0
lstm_calibrated_ensemble,normalized_life_last_30pct_endpoint,231,101,144,144.0,True,False,0,False,0,1,43.0,0.0
lstm_calibrated_ensemble,normalized_life_last_30pct_endpoint,237,147,209,194.0,True,False,0,False,0,1,47.0,15.0
lstm_calibrated_ensemble,normalized_life_last_30pct_endpoint,238,110,156,142.0,True,False,0,False,0,1,32.0,14.0
lstm_calibrated_ensemble,normalized_life_last_30pct_endpoint,243,162,230,181.0,True,False,0,False,0,2,19.0,49.0
lstm_calibrated_ensemble,normalized_life_last_30pct_endpoint,245,178,253,210.0,True,False,0,False,0,2,32.0,43.0
lstm_calibrated_ensemble,normalized_life_last_30pct_endpoint,248,164,234,208.0,True,False,0,False,0,2,44.0,26.0
lstm_calibrated_ensemble,normalized_life_last_30pct_endpoint,251,187,266,228.0,True,False,0,False,0,1,41.0,38.0
lstm_calibrated_ensemble,normalized_life_last_20pct_full_window,3,165,206,202.0,True,False,0,False,0,1,37.0,4.0
lstm_calibrated_ensemble,normalized_life_last_20pct_full_window,4,189,235,,False,True,1,True,1,1,,
lstm_calibrated_ensemble,normalized_life_last_20pct_full_window,11,217,271,228.0,True,False,1,True,0,2,11.0,43.0
lstm_calibrated_ensemble,normalized_life_last_20pct_full_window,15,168,209,192.0,True,False,0,False,0,1,24.0,17.0
lstm_calibrated_ensemble,normalized_life_last_20pct_full_window,28,161,200,175.0,True,False,0,False,0,1,14.0,25.0
lstm_calibrated_ensemble,normalized_life_last_20pct_full_window,31,275,343,282.0,True,False,1,True,0,2,7.0,61.0
lstm_calibrated_ensemble,normalized_life_last_20pct_full_window,33,157,195,174.0,True,False,0,False,0,1,17.0,21.0
lstm_calibrated_ensemble,normalized_life_last_20pct_full_window,34,165,205,204.0,True,False,0,False,0,1,39.0,1.0
lstm_calibrated_ensemble,normalized_life_last_20pct_full_window,37,169,210,198.0,True,False,0,False,0,1,29.0,12.0
lstm_calibrated_ensemble,normalized_life_last_20pct_full_window,38,142,177,174.0,True,False,0,False,0,1,32.0,3.0
lstm_calibrated_ensemble,normalized_life_last_20pct_full_window,40,155,193,159.0,True,False,1,True,1,2,4.0,34.0
lstm_calibrated_ensemble,normalized_life_last_20pct_full_window,43,169,211,,False,True,1,True,1,1,,
lstm_calibrated_ensemble,normalized_life_last_20pct_full_window,50,178,222,217.0,True,False,0,False,0,1,39.0,5.0
lstm_calibrated_ensemble,normalized_life_last_20pct_full_window,55,128,159,147.0,True,False,0,False,0,1,19.0,12.0
lstm_calibrated_ensemble,normalized_life_last_20pct_full_window,56,131,163,146.0,True,False,0,False,0,1,15.0,17.0
lstm_calibrated_ensemble,normalized_life_last_20pct_full_window,64,226,282,253.0,True,False,0,False,0,1,27.0,29.0
lstm_calibrated_ensemble,normalized_life_last_20pct_full_window,78,129,161,151.0,True,False,0,False,0,1,22.0,10.0
lstm_calibrated_ensemble,normalized_life_last_20pct_full_window,79,145,181,178.0,True,False,0,False,0,1,33.0,3.0
lstm_calibrated_ensemble,normalized_life_last_20pct_full_window,83,137,170,140.0,True,False,0,False,0,2,3.0,30.0
lstm_calibrated_ensemble,normalized_life_last_20pct_full_window,99,162,202,197.0,True,False,0,False,0,1,35.0,5.0
lstm_calibrated_ensemble,normalized_life_last_20pct_full_window,103,225,280,274.0,True,False,0,False,0,1,49.0,6.0
lstm_calibrated_ensemble,normalized_life_last_20pct_full_window,107,117,145,141.0,True,False,0,False,0,1,24.0,4.0
lstm_calibrated_ensemble,normalized_life_last_20pct_full_window,108,125,156,143.0,True,False,0,False,0,1,18.0,13.0
lstm_calibrated_ensemble,normalized_life_last_20pct_full_window,111,161,200,185.0,True,False,0,False,0,2,24.0,15.0
lstm_calibrated_ensemble,normalized_life_last_20pct_full_window,117,142,177,165.0,True,False,0,False,0,1,23.0,12.0
lstm_calibrated_ensemble,normalized_life_last_20pct_full_window,124,214,267,,False,True,2,True,1,2,,
lstm_calibrated_ensemble,normalized_life_last_20pct_full_window,129,162,202,202.0,True,False,0,False,0,1,40.0,0.0
lstm_calibrated_ensemble,normalized_life_last_20pct_full_window,132,147,183,180.0,True,False,0,False,0,1,33.0,3.0
lstm_calibrated_ensemble,normalized_life_last_20pct_full_window,136,129,160,,False,True,0,False,0,0,,
lstm_calibrated_ensemble,normalized_life_last_20pct_full_window,145,201,251,201.0,True,False,1,True,0,2,0.0,50.0
lstm_calibrated_ensemble,normalized_life_last_20pct_full_window,150,178,222,,False,True,1,True,1,1,,
lstm_calibrated_ensemble,normalized_life_last_20pct_full_window,153,234,292,269.0,True,False,0,False,0,1,35.0,23.0
lstm_calibrated_ensemble,normalized_life_last_20pct_full_window,156,240,299,288.0,True,False,0,False,0,1,48.0,11.0
lstm_calibrated_ensemble,normalized_life_last_20pct_full_window,158,247,308,286.0,True,False,0,False,0,1,39.0,22.0
lstm_calibrated_ensemble,normalized_life_last_20pct_full_window,162,156,194,166.0,True,False,0,False,0,1,10.0,28.0
lstm_calibrated_ensemble,normalized_life_last_20pct_full_window,169,149,185,173.0,True,False,0,False,0,1,24.0,12.0
lstm_calibrated_ensemble,normalized_life_last_20pct_full_window,170,144,179,175.0,True,False,0,False,0,2,31.0,4.0
lstm_calibrated_ensemble,normalized_life_last_20pct_full_window,186,156,194,162.0,True,False,0,False,0,1,6.0,32.0
lstm_calibrated_ensemble,normalized_life_last_20pct_full_window,187,135,168,167.0,True,False,0,False,0,1,32.0,1.0
lstm_calibrated_ensemble,normalized_life_last_20pct_full_window,192,107,133,129.0,True,False,0,False,0,1,22.0,4.0
lstm_calibrated_ensemble,normalized_life_last_20pct_full_window,206,177,221,181.0,True,False,0,False,0,1,4.0,40.0
lstm_calibrated_ensemble,normalized_life_last_20pct_full_window,208,121,150,,False,True,0,False,0,0,,
lstm_calibrated_ensemble,normalized_life_last_20pct_full_window,217,130,162,,False,True,0,False,0,0,,
lstm_calibrated_ensemble,normalized_life_last_20pct_full_window,221,143,178,151.0,True,False,0,False,0,1,8.0,27.0
lstm_calibrated_ensemble,normalized_life_last_20pct_full_window,230,149,186,179.0,True,False,0,False,0,1,30.0,7.0
lstm_calibrated_ensemble,normalized_life_last_20pct_full_window,231,116,144,144.0,True,False,0,False,0,1,28.0,0.0
lstm_calibrated_ensemble,normalized_life_last_20pct_full_window,237,168,209,194.0,True,False,0,False,0,1,26.0,15.0
lstm_calibrated_ensemble,normalized_life_last_20pct_full_window,238,125,156,142.0,True,False,0,False,0,1,17.0,14.0
lstm_calibrated_ensemble,normalized_life_last_20pct_full_window,243,185,230,186.0,True,False,1,True,0,2,1.0,44.0
lstm_calibrated_ensemble,normalized_life_last_20pct_full_window,245,203,253,210.0,True,False,0,False,0,2,7.0,43.0
lstm_calibrated_ensemble,normalized_life_last_20pct_full_window,248,188,234,208.0,True,False,0,False,0,2,20.0,26.0
lstm_calibrated_ensemble,normalized_life_last_20pct_full_window,251,213,266,228.0,True,False,0,False,0,1,15.0,38.0
lstm_calibrated_ensemble,normalized_life_last_30pct_full_window,3,145,206,202.0,True,False,0,False,0,1,57.0,4.0
lstm_calibrated_ensemble,normalized_life_last_30pct_full_window,4,165,235,182.0,True,False,0,False,0,1,17.0,53.0
lstm_calibrated_ensemble,normalized_life_last_30pct_full_window,11,190,271,228.0,True,False,1,True,0,2,38.0,43.0
lstm_calibrated_ensemble,normalized_life_last_30pct_full_window,15,147,209,192.0,True,False,0,False,0,1,45.0,17.0
lstm_calibrated_ensemble,normalized_life_last_30pct_full_window,28,141,200,175.0,True,False,0,False,0,1,34.0,25.0
lstm_calibrated_ensemble,normalized_life_last_30pct_full_window,31,241,343,282.0,True,False,1,True,0,2,41.0,61.0
lstm_calibrated_ensemble,normalized_life_last_30pct_full_window,33,137,195,174.0,True,False,0,False,0,1,37.0,21.0
lstm_calibrated_ensemble,normalized_life_last_30pct_full_window,34,144,205,204.0,True,False,0,False,0,1,60.0,1.0
lstm_calibrated_ensemble,normalized_life_last_30pct_full_window,37,148,210,198.0,True,False,0,False,0,1,50.0,12.0
lstm_calibrated_ensemble,normalized_life_last_30pct_full_window,38,124,177,174.0,True,False,0,False,0,1,50.0,3.0
lstm_calibrated_ensemble,normalized_life_last_30pct_full_window,40,136,193,149.0,True,False,0,False,0,2,13.0,44.0
lstm_calibrated_ensemble,normalized_life_last_30pct_full_window,43,148,211,151.0,True,False,0,False,0,1,3.0,60.0
lstm_calibrated_ensemble,normalized_life_last_30pct_full_window,50,156,222,217.0,True,False,0,False,0,1,61.0,5.0
lstm_calibrated_ensemble,normalized_life_last_30pct_full_window,55,112,159,147.0,True,False,0,False,0,1,35.0,12.0
lstm_calibrated_ensemble,normalized_life_last_30pct_full_window,56,115,163,146.0,True,False,0,False,0,1,31.0,17.0
lstm_calibrated_ensemble,normalized_life_last_30pct_full_window,64,198,282,253.0,True,False,0,False,0,1,55.0,29.0
lstm_calibrated_ensemble,normalized_life_last_30pct_full_window,78,113,161,151.0,True,False,0,False,0,1,38.0,10.0
lstm_calibrated_ensemble,normalized_life_last_30pct_full_window,79,127,181,178.0,True,False,0,False,0,1,51.0,3.0
lstm_calibrated_ensemble,normalized_life_last_30pct_full_window,83,119,170,140.0,True,False,0,False,0,2,21.0,30.0
lstm_calibrated_ensemble,normalized_life_last_30pct_full_window,99,142,202,197.0,True,False,0,False,0,1,55.0,5.0
lstm_calibrated_ensemble,normalized_life_last_30pct_full_window,103,197,280,274.0,True,False,0,False,0,1,77.0,6.0
lstm_calibrated_ensemble,normalized_life_last_30pct_full_window,107,102,145,141.0,True,False,0,False,0,1,39.0,4.0
lstm_calibrated_ensemble,normalized_life_last_30pct_full_window,108,110,156,143.0,True,False,0,False,0,1,33.0,13.0
lstm_calibrated_ensemble,normalized_life_last_30pct_full_window,111,141,200,185.0,True,False,0,False,0,2,44.0,15.0
lstm_calibrated_ensemble,normalized_life_last_30pct_full_window,117,124,177,165.0,True,False,0,False,0,1,41.0,12.0
