window_index,op_mode,is_healthy,reconstruction_error
6712,3,0,0.61756414
6713,2,0,0.59677005
6714,0,0,0.5886589
6715,2,0,0.6053477
6716,2,0,0.61040246
6717,0,0,0.6165061
6718,3,0,0.6139962
6719,3,0,0.60942477
6720,1,0,0.6152646
6721,0,0,0.63376904
6722,3,0,0.6246936
6723,1,0,0.62909245
6724,1,0,0.6200905
6725,2,0,0.6416575
6726,1,0,0.63148063
6727,3,0,0.6291733
6728,2,0,0.6253062
6729,0,0,0.6260568
6730,1,0,0.64094067
6731,3,0,0.6495248
6732,2,0,0.6587749
6733,1,0,0.6402173
6734,3,0,0.66402423
6735,1,0,0.68055946
6736,1,0,0.6766258
6737,0,0,0.6755681
6738,1,0,0.67405045
6739,0,0,0.6786143
6740,1,0,0.6709641
6741,0,0,0.6794344
6742,2,0,0.67800623
6743,2,0,0.68304586
6744,2,0,0.68431264
6745,0,0,0.6829468
6746,0,0,0.6740524
6747,3,0,0.67144537
6748,1,0,0.6986072
6749,1,0,0.702446
6750,1,0,0.7258093
6751,3,0,0.73077065
6752,3,0,0.7324727
6753,1,0,0.7523156
6754,0,0,0.76031226
6755,0,0,0.7521316
6756,0,0,0.7489684
6757,0,0,0.9291848
6758,0,0,0.9536551
6759,0,0,0.9768045
6760,0,0,0.9758175
6761,0,0,0.97730714
6762,1,0,0.9832324
6763,0,0,1.0001456
6764,0,0,0.9919767
6765,0,0,0.98528576
6766,1,0,0.99058133
6767,0,0,0.99574935
6768,2,0,1.008307
6769,0,0,1.0016258
6770,1,0,1.0146173
6771,2,0,1.0150678
6772,1,0,0.9975761
6773,0,0,1.0028296
6774,1,0,1.0096588
6775,0,0,1.0072354
6776,0,0,1.0086426
6777,1,0,1.0191866
6778,0,0,1.0357289
6779,0,0,1.0488027
6780,1,0,1.0403993
6781,0,0,1.2322217
6782,3,0,1.2310917
6783,2,0,1.2378732
6784,3,0,1.2417276
6785,2,0,1.2312301
6786,0,0,1.246398
6787,1,0,1.073974
6788,2,0,1.0740384
6789,0,0,1.0767096
6790,0,0,1.0809981
6791,1,0,1.1001371
6792,3,0,1.1062407
6793,0,0,1.1108867
6794,3,0,1.1075205
6795,2,0,1.1273174
6796,1,0,1.1422417
6797,0,0,1.1636117
6798,2,0,1.1830701
6799,0,0,1.1868219
6800,0,0,1.1844646
6801,1,0,1.2500126
6802,0,0,1.2744215
6803,1,0,1.2737802
6804,0,0,1.2867029
6805,2,0,1.278411
6806,1,0,1.303503
6807,1,0,1.3240501
6808,2,0,1.3483921
6809,0,0,1.3370283
6810,3,0,1.3362972
6811,1,0,1.1451038
6812,1,0,1.1424023
6813,1,0,1.1298683
6814,0,0,1.1269695
6815,3,0,1.1388229
6816,0,0,1.1340969
6817,1,0,1.1467198
6818,0,0,1.1746854
6819,0,0,1.2433407
6820,1,0,1.2439052
6821,0,0,1.2614313
6822,0,0,1.2604036
6823,2,0,1.271883
6824,1,0,1.2897947
6825,0,0,1.3403367
6826,1,0,1.3634902
6827,0,0,1.4079869
6828,0,0,1.4105445
6829,1,0,1.4289036
6830,0,1,0.6107972
6831,1,1,0.59498453
6832,1,1,0.572414
6833,0,1,0.5754677
6834,0,1,0.5739944
6835,1,1,0.56864655
6836,2,1,0.6088556
6837,1,1,0.6020116
6838,0,1,0.5995609
6839,3,1,0.5679532
6840,1,1,0.54117274
6841,0,1,0.54170376
6842,0,1,0.52716774
6843,3,1,0.50497323
6844,2,1,0.52913105
6845,0,1,0.5241717
6846,3,1,0.5123233
6847,1,1,0.48417386
6848,2,1,0.46518597
6849,1,1,0.46144724
6850,1,1,0.4605191
6851,2,1,0.4528267
6852,1,1,0.458975
6853,2,1,0.45306
6854,0,1,0.49501774
6855,1,1,0.49481156
6856,0,1,0.52931416
6857,0,1,0.53612703
6858,0,1,0.5387149
6859,2,1,0.5394944
6860,0,1,0.53268754
6861,0,1,0.56711966
6862,0,1,0.5676546
6863,3,1,0.5723208
6864,0,1,0.57442605
6865,0,1,0.56024927
6866,2,1,0.5422186
6867,1,1,0.5513609
6868,0,1,0.54172236
6869,2,1,0.5416279
6870,0,1,0.5441366
6871,1,1,0.53500247
6872,0,1,0.53621155
6873,0,1,0.53763855
6874,0,1,0.5253785
6875,0,1,0.516588
6876,0,1,0.54728454
6877,2,1,0.54500717
6878,2,1,0.5740278
6879,0,0,0.60520464
6880,3,0,0.6084066
6881,3,0,0.6046845
6882,0,0,0.6142582
6883,0,0,0.60478663
6884,0,0,0.5775986
6885,0,0,0.58336264
6886,1,0,0.587605
6887,1,0,0.60557127
6888,3,0,0.60926175
6889,0,0,0.61318696
6890,1,0,0.67757076
6891,2,0,0.6723621
6892,0,0,0.6735739
6893,1,0,0.68178505
6894,1,0,0.6910258
6895,3,0,0.690274
6896,0,0,0.689253
6897,3,0,0.69098085
6898,2,0,0.7043211
6899,3,0,0.7108221
6900,0,0,0.7185461
6901,0,0,0.72035295
6902,0,0,0.7038638
6903,3,0,0.69476795
6904,0,0,0.69604844
6905,1,0,0.6959644
6906,3,0,0.69280684
6907,0,0,0.6988712
6908,1,0,0.69387287
6909,0,0,0.6832186
6910,0,0,0.68238586
6911,2,0,0.695583
6912,0,0,0.7006583
6913,1,0,0.7127861
6914,1,0,0.73010814
6915,3,0,0.74472
6916,3,0,0.73724127
6917,0,0,0.73428744
6918,0,0,0.7349099
6919,0,0,0.7341758
6920,1,0,0.6779583
6921,3,0,0.6639853
6922,1,0,0.6658169
6923,3,0,0.64165
6924,1,0,0.70198643
6925,1,0,0.71080667
6926,0,0,0.7062097
6927,2,0,0.72013235
6928,1,0,0.6922664
6929,1,0,0.7015371
6930,1,0,0.68891823
6931,1,0,0.67863184
6932,0,0,0.6861278
6933,0,0,0.68070555
6934,1,0,0.6725739
6935,0,0,0.68776983
6936,1,0,0.67758924
6937,0,0,0.6976876
6938,0,0,0.7067889
6939,1,0,0.7075582
6940,0,0,0.6936884
6941,0,0,0.69849735
6942,0,0,0.697185
6943,1,0,0.6832935
6944,3,0,0.67130923
6945,3,0,0.6706117
6946,0,0,0.6605849
6947,3,0,0.64516205
6948,3,0,0.6391817
6949,3,0,0.64901954
6950,0,0,0.6303329
6951,0,0,0.64334303
6952,0,0,0.63254625
6953,0,0,0.64317536
6954,0,0,0.57427514
6955,1,0,0.54925454
6956,2,0,0.5537925
6957,3,0,0.60030884
6958,2,0,0.61766356
6959,0,0,0.61970806
6960,0,0,0.62920344
6961,0,0,0.6387452
6962,3,0,0.6372149
6963,1,0,0.6550697
6964,2,0,0.66484
6965,1,0,0.64763576
6966,0,0,0.64326435
6967,1,0,0.63687915
6968,2,0,0.63331133
6969,3,0,0.64208543
6970,0,0,0.65186155
6971,0,0,0.6549706
6972,1,0,0.6701253
6973,0,0,0.67051786
6974,0,0,0.68344563
6975,0,0,0.67379946
6976,0,0,0.6765045
6977,1,0,0.69589573
6978,0,0,0.706739
6979,2,0,0.6905289
6980,3,0,0.71408147
6981,1,0,0.70145905
6982,0,0,0.7208606
6983,1,0,0.7002319
6984,1,0,0.715035
6985,1,0,0.7293051
6986,0,0,0.73590165
6987,0,0,0.65754414
6988,0,0,0.64729357
6989,1,0,0.6394609
6990,0,0,0.6549187
6991,1,0,0.6708164
6992,0,0,0.6703398
6993,3,0,0.6779758
6994,0,0,0.6905561
6995,0,0,0.71065545
6996,1,0,0.73586094
6997,2,0,0.71872544
6998,1,0,0.70540845
6999,3,0,0.7037699
7000,2,0,0.6904797
7001,3,0,0.6977496
7002,0,0,0.6955407
7003,1,0,0.69513327
7004,0,0,0.68676937
7005,1,0,0.6919914
7006,3,0,0.6974792
7007,0,0,0.6866839
7008,1,0,0.6922826
7009,1,0,0.7025476
7010,0,0,0.68138397
7011,2,0,0.7002128
7012,2,0,0.6954474
7013,3,0,0.71541804
7014,2,0,0.7138529
7015,0,0,0.7165539
7016,1,0,0.7366479
7017,3,0,0.7688791
7018,1,0,0.77321905
7019,1,0,0.7653977
7020,2,0,0.7705504
7021,0,0,0.7843439
7022,0,0,0.80266434
7023,0,0,0.8026291
7024,0,0,0.82648337
7025,0,0,0.82654494
7026,3,0,0.80964214
7027,1,0,0.846267
7028,1,0,0.8537596
7029,0,0,0.877238
7030,1,0,0.9003121
7031,1,0,0.9218965
7032,3,0,0.93466496
7033,3,0,0.9610531
7034,0,0,0.95810103
7035,0,0,0.9522268
7036,2,0,0.9855497
7037,3,0,0.99423206
7038,0,0,1.0218471
7039,1,0,1.0694029
7040,2,0,1.0962486
7041,0,0,1.1018713
7042,1,0,1.1130012
7043,0,0,1.1119909
7044,1,0,1.1519519
7045,3,0,1.1928293
7046,2,0,1.199025
7047,1,0,1.2122756
7048,1,0,1.2375544
7049,0,0,1.289908
7050,3,0,1.28626
7051,0,0,1.2830142
7052,2,0,1.3009568
7053,3,0,1.3187124
7054,1,0,1.3151019
7055,0,0,1.3161657
7056,2,0,1.3323163
7057,1,0,1.3211198
7058,3,0,1.3463933
7059,2,0,1.363739
7060,1,0,1.4379472
7061,2,0,1.5147219
7062,1,0,1.5506328
7063,0,1,0.6265099
7064,1,1,0.6165152
7065,1,1,0.60967296
7066,0,1,0.5889264
7067,1,1,0.58032423
7068,3,1,0.5724033
7069,3,1,0.6056557
7070,0,1,0.5902989
7071,0,1,0.5974346
7072,0,1,0.60009456
7073,0,1,0.59334105
7074,2,1,0.6313116
7075,0,1,0.6150615
7076,3,1,0.6157478
7077,3,1,0.6094499
7078,2,1,0.59007
7079,0,1,0.61202216
7080,0,1,0.6187646
7081,0,1,0.60948837
7082,1,1,0.5834764
7083,1,1,0.5799967
7084,2,1,0.58697695
7085,1,1,0.61500794
7086,0,1,0.6110699
7087,0,1,0.5921937
7088,0,1,0.59182996
7089,0,1,0.5922845
7090,2,1,0.598139
7091,1,1,0.6023399
7092,2,1,0.60862094
7093,0,1,0.60861194
7094,0,1,0.6270902
7095,1,1,0.6524855
7096,0,1,0.655971
7097,1,1,0.6548275
7098,3,1,0.64092267
7099,0,1,0.62687385
7100,3,0,0.63912886
7101,3,0,0.6299109
7102,3,0,0.65085614
7103,0,0,0.6500565
7104,0,0,0.6490074
7105,2,0,0.6440784
7106,0,0,0.6619981
7107,0,0,0.6634662
7108,0,0,0.6847441
7109,0,0,0.67865336
7110,3,0,0.67216414
7111,0,0,0.6690157
7112,0,0,0.6867628
7113,0,0,0.6881628
7114,3,0,0.6949376
7115,2,0,0.69237995
7116,0,0,0.70155174
7117,2,0,0.70569634
7118,0,0,0.71208227
7119,0,0,0.71780145
7120,0,0,0.7210167
7121,1,0,0.7263293
7122,2,0,0.7274717
7123,1,0,0.74823
7124,1,0,0.73337865
7125,1,0,0.7313844
7126,3,0,0.73049915
7127,1,0,0.72989756
7128,0,0,0.7529118
7129,1,0,0.7643693
7130,0,0,0.778213
7131,0,0,0.7791433
7132,0,0,0.7760808
7133,0,0,0.775744
7134,0,0,0.7556238
7135,0,0,0.77362853
7136,2,0,0.7661587
7137,1,0,0.7594024
7138,3,0,0.75260234
7139,0,0,0.7506278
7140,0,0,0.7419323
7141,0,0,0.7168669
7142,0,0,0.71320534
7143,1,0,0.7018515
7144,0,0,0.7028267
7145,0,0,0.69118345
7146,1,0,0.69871116
7147,0,0,0.72296727
7148,0,0,0.74585724
7149,1,0,0.7350918
7150,1,0,0.7543026
7151,0,0,0.7442694
7152,1,0,0.75606376
7153,1,0,0.74501455
7154,1,0,0.7419347
7155,2,0,0.73083407
7156,1,0,0.725299
7157,0,0,0.72993225
7158,0,0,0.73032224
7159,0,0,0.72055304
7160,2,0,0.7109177
7161,0,0,0.7108686
7162,1,0,0.71396154
7163,3,0,0.73701024
7164,0,0,0.749207
7165,2,0,0.7237307
7166,1,0,0.7247075
7167,3,0,0.7270599
7168,3,0,0.7175712
7169,0,0,0.7156394
7170,2,0,0.70262676
7171,0,0,0.71959484
7172,0,0,0.72108394
7173,0,0,0.7354822
7174,1,0,0.74027103
7175,3,0,0.75470454
7176,3,0,0.7646238
7177,0,0,0.7717224
7178,1,0,0.7727579
7179,2,0,0.8013633
7180,1,0,0.7881986
7181,2,0,0.8083831
7182,3,0,0.8080692
7183,1,0,0.8040522
7184,2,0,0.8067509
7185,1,0,0.8180364
7186,0,0,0.8381828
7187,1,0,0.8424115
7188,0,0,0.82548046
7189,1,0,0.8383225
7190,1,0,0.8250584
7191,0,0,0.8498405
7192,1,0,0.8458099
7193,0,0,0.8284872
7194,0,0,0.8413922
7195,1,0,0.8782774
7196,1,0,0.8796475
7197,0,0,0.89710236
7198,2,0,0.9125952
7199,1,0,0.90748245
7200,2,0,0.92134726
7201,0,0,1.1267014
7202,2,0,1.1164129
7203,1,0,1.1039016
7204,0,0,1.1241006
7205,0,0,1.1192887
7206,2,0,1.1173351
7207,2,0,1.0982752
7208,0,0,1.1138606
7209,0,0,1.0990393
7210,1,0,1.1359949
7211,0,0,1.1349448
7212,1,0,1.1424696
7213,2,0,1.153243
7214,2,0,1.1608843
7215,2,0,1.1671407
7216,0,0,1.1758407
7217,2,0,1.1830609
7218,0,0,1.1983521
7219,2,0,1.197179
7220,1,0,1.2011685
7221,0,0,1.1975255
7222,3,0,1.2003465
7223,0,0,1.2290522
7224,3,0,1.2213255
7225,0,0,1.2158247
7226,2,0,1.2529953
7227,1,0,1.2412566
7228,0,0,1.2531431
7229,2,0,1.2810276
7230,1,0,1.322563
7231,1,0,1.1239549
7232,1,0,1.1291583
7233,0,0,1.154279
7234,2,0,1.1537749
7235,0,0,1.170755
7236,1,0,1.1648968
7237,0,0,1.2038549
7238,1,0,1.1909876
7239,1,0,1.2042382
7240,3,0,1.2087389
7241,0,0,1.2512777
7242,1,0,1.2553186
7243,3,0,1.2730926
7244,3,0,1.2741288
7245,0,0,1.2721382
7246,0,0,1.2840427
7247,0,0,1.2899723
7248,0,0,1.2897038
7249,1,0,1.3172431
7250,1,0,1.4069061
7251,2,0,1.4330311
7252,1,0,1.4425994
7253,0,0,1.4356837
7254,3,0,1.4574713
7255,0,1,0.6655874
7256,0,1,0.6375353
7257,1,1,0.6240507
7258,0,1,0.6141679
7259,1,1,0.6122322
7260,2,1,0.6351829
7261,3,1,0.63580114
7262,0,1,0.64239824
7263,0,1,0.6457039
7264,0,1,0.62716126
7265,3,1,0.6206992
7266,0,1,0.6358736
7267,0,1,0.6492047
7268,0,1,0.67088646
7269,0,1,0.6796741
7270,0,1,0.6935775
7271,1,1,0.7096857
7272,2,1,0.69614893
7273,1,1,0.69751376
7274,1,1,0.6877771
7275,1,1,0.67926556
7276,1,1,0.6959716
7277,1,1,0.7025169
7278,3,1,0.7241021
7279,3,1,0.7035457
7280,1,1,0.7025288
7281,1,1,0.691503
7282,0,1,0.6963103
7283,0,1,0.69694334
7284,1,1,0.70090955
7285,0,1,0.7085312
7286,0,1,0.69852376
7287,1,1,0.69825906
7288,3,1,0.7055633
7289,0,0,0.69130355
7290,1,0,0.6899436
7291,1,0,0.67733526
7292,0,0,0.68553144
7293,0,0,0.68188804
7294,2,0,0.6831682
7295,2,0,0.7041762
7296,1,0,0.69155675
7297,0,0,0.6758975
7298,2,0,0.6530838
7299,0,0,0.6526413
7300,2,0,0.6522433
7301,1,0,0.63943315
7302,2,0,0.6578197
7303,3,0,0.6511893
7304,1,0,0.6589884
7305,0,0,0.6586845
7306,0,0,0.6433456
7307,0,0,0.62920046
7308,0,0,0.6238092
7309,1,0,0.6278193
7310,3,0,0.6316431
7311,3,0,0.6343316
7312,3,0,0.6345172
7313,0,0,0.62910515
7314,1,0,0.6176475
7315,1,0,0.60533166
7316,0,0,0.6140279
7317,2,0,0.6019244
7318,0,0,0.60680425
7319,0,0,0.62336457
7320,0,0,0.61547494
7321,2,0,0.62940717
7322,1,0,0.6291691
7323,0,0,0.64284027
7324,3,0,0.64248616
7325,2,0,0.6453264
7326,1,0,0.64553785
7327,0,0,0.65395176
7328,2,0,0.65628606
7329,2,0,0.6668423
7330,0,0,0.65876275
7331,0,0,0.64756817
7332,0,0,0.6275878
7333,1,0,0.6134307
7334,0,0,0.6237404
7335,1,0,0.6311747
7336,0,0,0.65310836
7337,0,0,0.6692225
7338,2,0,0.6794098
7339,1,0,0.69003826
7340,2,0,0.69531035
7341,0,0,0.70956045
7342,0,0,0.70697826
7343,1,0,0.7099715
7344,0,0,0.719595
7345,2,0,0.75114053
7346,3,0,0.77618563
7347,2,0,0.7924869
7348,1,0,0.79932773
7349,2,0,0.7863872
7350,0,0,0.8086465
7351,1,0,0.7938609
7352,0,0,0.78016466
7353,0,0,0.7504006
7354,0,0,0.7768503
7355,1,0,0.78372693
7356,1,0,0.77700186
7357,0,0,0.79078317
7358,0,0,0.8077009
7359,0,0,0.7922613
7360,0,0,0.8023661
7361,1,0,0.80806416
7362,0,0,0.8082393
7363,2,0,0.82510746
7364,0,0,0.83147514
7365,3,0,0.8379815
7366,0,0,0.83082074
7367,3,0,0.8445013
7368,0,0,0.82410663
7369,0,0,0.8301666
7370,3,0,0.84257054
7371,1,0,0.8895975
7372,1,0,0.89576143
7373,2,0,0.93210524
7374,1,0,0.94314945
7375,0,0,0.93600065
7376,3,0,0.92622983
7377,0,0,0.9218206
7378,1,0,0.91211385
7379,1,0,0.92376435
7380,1,0,0.9134469
7381,0,0,0.93790466
7382,0,0,0.9526753
7383,1,0,0.96756846
7384,1,0,0.95958966
7385,0,0,0.9535571
7386,2,0,0.9929457
7387,0,0,1.0144563
7388,0,0,1.0326655
7389,1,0,1.0565073
7390,0,0,1.0574186
7391,3,0,1.0753827
7392,2,0,1.1477287
7393,3,0,1.1640154
7394,0,0,1.1817638
7395,1,0,1.1903417
7396,1,0,1.216094
7397,3,0,1.212804
7398,2,0,1.2596526
7399,0,0,1.2701942
7400,0,0,1.2794001
7401,0,0,1.2802496
7402,0,0,1.2960185
7403,1,0,1.2658741
7404,3,0,1.2870817
7405,1,0,1.3025908
7406,0,0,1.3902837
7407,1,0,1.4142174
7408,3,0,1.4878478
7409,1,0,1.517327
7410,3,0,1.5835545
7411,1,0,1.6643472
7412,0,0,1.7419424
7413,1,0,1.772912
7414,1,0,1.842537
7415,2,0,1.9216024
7416,0,0,1.9344288
7417,1,0,2.024309
7418,1,0,2.11224
7419,1,0,2.138357
7420,0,0,2.2697988
7421,1,0,2.3970373
7422,2,0,2.4631903
7423,1,0,2.6215007
7424,0,0,2.7222927
7425,3,0,2.8470702
7426,3,0,3.0280933
7427,1,0,3.210532
7428,0,0,3.3268862
7429,0,0,3.5752566
7430,1,0,3.7298424
7431,0,0,3.9371197
7432,2,0,4.1820846
7433,1,0,4.4828477
7434,3,0,4.677974
7435,0,0,5.0188246
7436,0,0,5.156853
7437,1,1,0.91822976
7438,0,1,0.93739635
7439,0,1,0.9382876
7440,0,1,0.9402776
7441,1,1,0.92426217
7442,3,1,0.9195016
7443,1,1,0.91821015
7444,1,1,0.9111164
7445,2,1,0.9047072
7446,1,1,0.8877004
7447,1,1,0.9160512
7448,2,1,0.92948407
7449,3,1,0.92942435
7450,1,1,0.93741804
7451,0,1,0.93681294
7452,0,1,0.93147546
7453,0,1,0.935743
7454,1,1,0.93331367
7455,2,1,0.93628955
7456,0,1,0.8906868
7457,3,1,0.89456236
7458,2,1,0.90826
7459,1,1,0.9080755
7460,2,1,0.9077483
7461,0,1,0.9308729
7462,0,1,0.92167705
7463,1,1,0.9014953
7464,1,1,0.9152903
7465,1,1,0.91975546
7466,0,1,0.916575
7467,1,1,0.9270605
7468,0,1,0.91061777
7469,0,0,0.9041511
7470,0,0,0.91618514
7471,0,0,0.9092413
7472,1,0,0.92111593
7473,1,0,0.9259657
7474,1,0,0.9274583
7475,1,0,0.92597675
7476,3,0,0.9420468
7477,2,0,0.9020014
7478,1,0,0.8879598
7479,1,0,0.887398
7480,0,0,0.8818573
7481,1,0,0.8770038
7482,1,0,0.86699677
7483,2,0,0.86868227
7484,0,0,0.81189287
7485,0,0,0.8180107
7486,1,0,0.78715384
7487,1,0,0.783217
7488,1,0,0.77666795
7489,0,0,0.78224736
7490,1,0,0.77845913
7491,3,0,0.7657003
7492,0,0,0.7645978
7493,1,0,0.7787106
7494,3,0,0.76738805
7495,2,0,0.75729126
7496,0,0,0.7561305
7497,1,0,0.762744
7498,0,0,0.7696677
7499,1,0,0.76451874
7500,3,0,0.74681634
7501,1,0,0.7576182
7502,0,0,0.74914616
7503,2,0,0.75186044
7504,0,0,0.7500379
7505,0,0,0.7583186
7506,3,0,0.7642959
7507,1,0,0.7692864
7508,2,0,0.77163297
7509,0,0,0.7732446
7510,0,0,0.76318604
7511,0,0,0.75944555
7512,1,0,0.7596586
7513,0,0,0.74893266
7514,0,0,0.73428243
7515,1,0,0.734671
7516,3,0,0.73626643
7517,0,0,0.7371944
7518,1,0,0.7370045
7519,0,0,0.7197842
7520,0,0,0.7108841
7521,0,0,0.7205191
7522,0,0,0.73277926
7523,1,0,0.71473473
7524,3,0,0.71403456
7525,0,0,0.7239038
7526,0,0,0.74487334
7527,0,0,0.743907
7528,0,0,0.7456411
7529,1,0,0.76509726
7530,0,0,0.75972146
7531,1,0,0.75381154
7532,0,0,0.7576651
7533,2,0,0.73800725
7534,0,0,0.72847325
7535,2,0,0.7057782
7536,0,0,0.6982519
7537,3,0,0.70027316
7538,2,0,0.6943716
7539,1,0,0.6750011
7540,0,0,0.6664611
7541,0,0,0.6548947
7542,0,0,0.6553075
7543,0,0,0.65783316
7544,0,0,0.66967034
7545,3,0,0.6699648
7546,1,0,0.68199396
7547,0,0,0.6753791
7548,3,0,0.6855749
7549,3,0,0.6872381
7550,0,0,0.7083021
7551,0,0,0.70961833
7552,0,0,0.692451
7553,2,0,0.70344406
7554,3,0,0.71848816
7555,3,0,0.70887023
7556,2,0,0.68610287
7557,0,0,0.6760356
7558,1,0,0.65605074
7559,1,0,0.6389747
7560,0,0,0.6578999
7561,0,0,0.6553641
7562,1,0,0.6576168
7563,2,0,0.6615573
7564,1,0,0.6739095
7565,1,0,0.6789932
7566,0,0,0.6670505
7567,0,0,0.683456
7568,1,0,0.69202167
7569,2,0,0.6999497
7570,3,0,0.72425854
7571,1,0,0.75001013
7572,0,0,0.76077765
7573,0,0,0.76285374
7574,1,0,0.7540349
7575,0,0,0.74054945
7576,1,0,0.728617
7577,2,0,0.729312
7578,0,0,0.72265846
7579,0,0,0.74365056
7580,3,0,0.8058922
7581,0,0,0.8179726
7582,2,0,0.82503545
7583,2,0,0.84843284
7584,1,0,0.84512347
7585,1,0,0.87555563
7586,1,0,0.90256715
7587,3,0,0.9040518
7588,0,0,0.92502207
7589,3,0,0.9681317
7590,0,0,0.97723585
7591,0,0,0.98848623
7592,0,0,0.997012
7593,0,0,1.016679
7594,0,0,1.0217948
7595,0,0,1.0461231
7596,0,0,1.0682034
7597,3,0,1.0786985
7598,2,0,1.1014647
7599,0,0,1.1141789
7600,3,0,1.1518598
7601,2,0,1.1524116
7602,3,0,1.1647508
7603,0,0,1.1992748
7604,2,0,1.2869108
7605,0,0,1.5304691
7606,1,0,1.5420707
7607,0,0,1.6274631
7608,1,0,1.6672392
7609,1,0,1.6740886
7610,1,0,1.7123713
7611,1,0,1.7283354
7612,1,0,1.8117214
7613,1,1,0.7034725
7614,1,1,0.72210044
7615,0,1,0.7088164
7616,0,1,0.70657957
7617,0,1,0.74550885
7618,3,1,0.7519026
7619,0,1,0.7621431
7620,0,1,0.77728
7621,0,1,0.777764
7622,1,1,0.7656447
7623,3,1,0.74405247
7624,3,1,0.7747917
7625,1,1,0.7767247
7626,0,1,0.8032857
7627,3,1,0.77752656
7628,0,1,0.7470642
7629,1,0,0.7310139
7630,0,0,0.7197013
7631,1,0,0.7250833
7632,2,0,0.7270872
7633,3,0,0.72746086
7634,3,0,0.73444074
7635,3,0,0.760116
7636,3,0,0.75670564
7637,2,0,0.7453776
7638,1,0,0.7668081
7639,1,0,0.7535189
7640,1,0,0.7477651
7641,0,0,0.7360979
7642,0,0,0.71138066
7643,1,0,0.7410144
7644,3,0,0.7210576
7645,1,0,0.7235029
7646,3,0,0.7222922
7647,0,0,0.70259756
7648,0,0,0.7261777
7649,1,0,0.7444862
7650,3,0,0.7304352
7651,3,0,0.71074015
7652,0,0,0.6886193
7653,0,0,0.6777756
7654,3,0,0.6848235
7655,0,0,0.67533094
7656,1,0,0.6571059
7657,0,0,0.6751286
7658,1,0,0.7079221
7659,2,0,0.73048115
7660,3,0,0.7297766
7661,0,0,0.71643156
7662,0,0,0.70898145
7663,0,0,0.7319976
7664,3,0,0.69931716
7665,3,0,0.67414504
7666,0,0,0.6810343
7667,1,0,0.6977515
7668,1,0,0.67762935
7669,1,0,0.68183964
7670,2,0,0.67839575
7671,2,0,0.70916367
7672,1,0,0.70271325
7673,0,0,0.68570393
7674,1,0,0.6936378
7675,1,0,0.70921195
7676,2,0,0.7053071
7677,0,0,0.6981948
7678,2,0,0.70287836
7679,0,0,0.67690885
7680,0,0,0.6784405
7681,1,0,0.7073434
7682,3,0,0.73319423
7683,3,0,0.7382703
7684,0,0,0.72327954
7685,0,0,0.71984345
7686,2,0,0.7112728
7687,1,0,0.69702864
7688,3,0,0.6763697
7689,1,0,0.6543892
7690,1,0,0.650886
7691,0,0,0.6348073
7692,1,0,0.64090383
7693,0,0,0.62668025
7694,3,0,0.65033406
7695,0,0,0.6698945
7696,1,0,0.651636
7697,1,0,0.6311008
7698,0,0,0.6485965
7699,1,0,0.6435135
7700,3,0,0.65062934
7701,2,0,0.63234437
7702,3,0,0.6313201
7703,0,0,0.63017106
7704,2,0,0.61725974
7705,2,0,0.60350513
7706,1,0,0.6077074
7707,2,0,0.6047043
7708,1,0,0.6002774
7709,1,0,0.6089911
7710,0,0,0.63202876
7711,3,0,0.6001115
7712,1,0,0.594298
7713,3,0,0.5892607
7714,1,0,0.6229746
7715,3,0,0.6414272
7716,0,0,0.6787998
7717,1,0,0.69468796
7718,0,0,0.72598755
7719,2,0,0.7487078
7720,1,0,0.76247776
7721,3,0,0.8195324
7722,0,0,0.8418494
7723,1,0,0.87118745
7724,1,0,0.8870208
7725,3,0,0.92977965
7726,2,0,0.95306826
7727,0,0,0.985555
7728,0,0,1.0033649
7729,1,0,1.0739356
7730,0,0,1.0855762
7731,0,0,1.1677959
7732,1,0,1.2692689
7733,2,0,1.3074079
7734,0,0,1.3659036
7735,0,1,0.87604856
7736,0,1,0.8754178
7737,1,1,0.8519978
7738,2,1,0.84303427
7739,0,1,0.913339
7740,3,1,0.92419654
7741,3,1,0.92643666
7742,1,1,0.95275474
7743,1,1,0.9271276
7744,0,1,0.90299284
7745,3,1,0.89532983
7746,2,1,0.90130275
7747,3,1,0.8874099
7748,0,1,0.8650649
7749,0,1,0.8528239
7750,0,1,0.87105596
7751,0,1,0.8471466
7752,1,1,0.8596709
7753,0,1,0.85632616
7754,2,1,0.8590057
7755,3,1,0.8597745
7756,0,1,0.86903405
7757,3,1,0.83935946
7758,2,1,0.8355398
7759,1,1,0.8276564
7760,3,1,0.84431803
7761,0,1,0.8425532
7762,0,1,0.8477518
7763,0,1,0.839342
7764,0,1,0.8276387
7765,1,1,0.8197781
7766,1,0,0.82647765
7767,0,0,0.8290854
7768,1,0,0.8303829
7769,0,0,0.754744
7770,1,0,0.73775226
7771,3,0,0.7284804
7772,3,0,0.7075966
7773,2,0,0.7046991
7774,0,0,0.7161213
7775,2,0,0.7240446
7776,0,0,0.7091184
7777,1,0,0.73313975
7778,1,0,0.74279505
7779,0,0,0.75222635
7780,3,0,0.73979545
7781,0,0,0.7329033
7782,1,0,0.7378386
7783,0,0,0.7589472
7784,3,0,0.7635915
7785,2,0,0.77459824
7786,1,0,0.77725446
7787,2,0,0.79568815
7788,3,0,0.79128885
7789,1,0,0.7983501
7790,0,0,0.7768677
7791,0,0,0.7884025
7792,3,0,0.7692108
